name,brand,image_link,features,price,certificate_reps,product_type,content_by_ethos,certificates,packaging_type,ingredients,rating,url
"Mat Skin Serum, 30 ml",Essentiq,https://ec.nice-cdn.com/upload/image/product/large/default/55632_bf955aea.256x256.jpg,"For all skin types,Reduces shine,Refines the pores",,"ECOGEA,Vegan",Serums,Vegan,"ECOGEA,Vegan - Uncertified ",,"Aqua (Water),,Bambusa arundinacea (bamboo) stem extract,Propanediol,,,rhodomyrtus tomentosa fruit extract,Pistacia Lentiscus (Mastic) Gum,Glycerin,,,Crambe abyssinica seed oil,,Glyceryl Caprylate,ximenia americana bark extract,Tocopheryl Acetate (Vitamin E),Sodium Stearoyl Glutamate,,,Xanthan Gum,,Bisabolol,Rosmarinus Officinalis (Rosemary) Leaf Extract,Helianthus Annuus (Sunflower) Seed Oil,oleyl alcohol,Dehydroacetic Acid,sodium levulinate,Allantoin,Parfum (Fragrance),Sodium benzoate,citricacid,Sodium Phytate","4,0",https://www.ecco-verde.com/essentiq/mat-skin-serum
"Masha Hemp Oil & Propolis Balm, 30 g",Nelipot,"https://ec.nice-cdn.com/upload/image/product/large/default/146297_c46a169b.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/146306_4e5fb94b.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/146300_e8bf6fd4.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/146303_be9b41cf.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/146297_c46a169b.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/146306_4e5fb94b.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/146300_e8bf6fd4.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/146303_be9b41cf.128x128.png","For demanding skin,Protects the skin barrier,Rich in omega-3 fatty acids & vitamin E","€ 16,09",ECOGEA,Body Care,Plastic-free,ECOGEA,"Glass,     Jar",",,,hydrogenated vegetable oil,,Propolis Cera,","4,5",https://www.ecco-verde.com/nelipot/masha-hemp-oil-propolis-balm
"Otrozhizh Baby's First Face & Body Cream, 80 g",Nelipot,https://ec.nice-cdn.com/upload/image/product/large/default/88887_083c02f0.256x256.png,"For baby's delicate skin,Can be used on mum's skin,Delicate coconut fragrance","€ 9,99","ECOGEA,Vegan","Body Care ,     Baby & Kids","Minimal plastic packaging,     Vegan","ECOGEA,Vegan - Uncertified ",,",,,","4,0",https://www.ecco-verde.com/nelipot/otrozhizh-babys-first-face-body-cream
"Organic Nursing Tea, 40 g",Weleda,https://ec.nice-cdn.com/upload/image/product/large/default/73213_609546e1.256x256.png,"Organically cultivated,Supports the milk production,Balances and harmonises","€ 4,49","EU Organic Logo ,Pregnancy-safe ,Vegan",Tea & Accessories,"Caffeine-free ,     Plastic-free ,","EU Organic Logo ,Vegan - Uncertified ",Cardboard,,"4,7",https://www.ecco-verde.com/weleda/nursing-tea
"Organic Essential Oil, Lavender  (10 ml)",Avril,https://ec.nice-cdn.com/upload/image/product/large/default/57202_4f5984e3.256x256.jpg,"Ideal for aromatherapy,Certified organic","€ 6,09","ECOCERT,EU Organic Logo ,Vegan","Essential Oils,","Minimal plastic packaging,     Vegan","ECOCERT,EU Organic Logo ,Vegan - Uncertified ",,Lavandula Angustifolia (Lavender) Oil,"4,7",https://www.ecco-verde.com/avril/organic-essential-oil
"Tea Advent Calendar (2021 Edition), 37,50 g",Sonnentor,https://ec.nice-cdn.com/upload/image/product/large/default/102512_876bf469.256x256.jpg,"Ideal for tea connoisseurs & beginners,24 different organic teas,Beautifully designed box","€ 5,49","EU Organic Logo ,Vegan","Tea & Accessories ,","Plastic-free ,     Vegan","EU Organic Logo ,Vegan - Uncertified ",,,"4,8",https://www.ecco-verde.com/sonnentor/tea-advent-calendar-2021-edition
"Argan Anti-Age Micellar Water, 500 ml",LÉA NATURE SO BiO étic,"https://ec.nice-cdn.com/upload/image/product/large/default/106973_38c7d84b.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/113754_7bac6372.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106972_fb9e3523.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106973_38c7d84b.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/113754_7bac6372.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/106972_fb9e3523.128x128.png","For all skin types,Smoothing & firming properties,With hyaluronic acid","€ 8,59","Cosmébio,ECOCERT",Facial Cleansers,Sulphate-free,"Cosmébio,ECOCERT",,"Aqua (Water),,Glycerin,sodium levulinate,Caprylyl/Capryl Glucoside,Sodium benzoate,Parfum (Fragrance),,Sodium hydroxide,Linalool,Geraniol","4,3",https://www.ecco-verde.com/sobio-etic/argan-anti-age-micelles-water
"Organic Rosewater, 250 ml",Classic Ayurveda,https://ec.nice-cdn.com/upload/image/product/large/default/63729_4c4fb8b3.256x256.jpg,"Suitable for all skin types,Moisturising,Care for children's skin","€ 4,99","EU Organic Logo ,Gluten-free,Pregnancy-safe ,Vegan",Floral Water,"Gluten-free,     Lactose-free,     Plastic-free ,","EU Organic Logo ,Vegan - Uncertified ",Bottle,,"4,6",https://www.ecco-verde.com/classic-ayurveda/organic-rosewater-1
"Stretch Mark Massage Oil, 100 ml",Weleda,"https://ec.nice-cdn.com/upload/image/product/large/default/40779_6c125095.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/81387_337a405a.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/40779_6c125095.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/81387_337a405a.128x128.png","Delivers intense moisture,Protects from dryness,Eases tightness","€ 16,99","NaTrue,EU Organic Logo ,Pregnancy-safe ,Vegan",Body Oils,,"NaTrue,EU Organic Logo ,Vegan - Uncertified ",Travel Size,",Parfum (Fragrance),Arnica Montana (Arnica) Flower Extract,Limonene,Linalool,Geraniol,Farnesol","4,6",https://www.ecco-verde.com/weleda/stretch-mark-massage-oil
"Rio de Coco Organic Coconut Oil , 500 ml",CMD Naturkosmetik,https://ec.nice-cdn.com/upload/image/product/large/default/131509_d50884f3.256x256.jpg,"For all skin types & dry hair,With unsaturated fatty acids,Delightful fragrance & cold-pressed","€ 24,99","EU Organic Logo ,NCS - Natural Cosmetics Standard,Unisex,Vegan",Body Oils,"Unisex,     Vegan","EU Organic Logo ,Vegan - Uncertified ,NCS - Natural Cosmetics Standard","Glass,     Jar",,"4,6",https://www.ecco-verde.com/cmd-naturkosmetik/rio-de-coco-organic-coconut-oil-coconut-fat
"Organic Herbal Tea Selection, 20 Pcs (33,60 g)",Pukka,https://ec.nice-cdn.com/upload/image/product/large/default/118601_36df1e13.256x256.jpg,"5 Varieties of tea,4 bags per tea variety,Perfect trial kit,Caffeine-free","€ 4,49","Soil Association - Cosmos Organic,EU Organic Logo ",Tea & Accessories,Plastic-free,"Soil Association - Cosmos Organic,EU Organic Logo ",,,"4,4",https://www.ecco-verde.com/pukka/organic-herbal-tea-selection
"5in1 Anti-Aging Eye & Lip Contour Cream, 15 ml",LÉA NATURE SO BiO étic,"https://ec.nice-cdn.com/upload/image/product/large/default/106986_7e06f819.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106985_be1c49a4.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106986_7e06f819.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/106985_be1c49a4.128x128.png","Reduces wrinkles,Firming & plumping,Hydrates,Reduces puffiness & dark circles,With hyaluronic acid","€ 15,39","Cosmébio,ECOCERT",Eye Care,,"Cosmébio,ECOCERT","Cardboard,     Tube","Aqua (Water),,,Dicaprylyl Carbonate,Glycerin,cetearyl olivate,Behenyl Alcohol,sodium levulinate,Xanthan Gum,Sodium benzoate,Parfum (Fragrance),hydrogenated vegetable oil,Chlorella Vulgaris Extract,Polygonum Fagopyrum Seed Extract,Linalool,Limonene,Sodium hydroxide,Anise Alcohol","4,4",https://www.ecco-verde.com/sobio-etic/5in1-anti-aging-eye-lip-contour-cream
"Sea Buckthorn Juice, organic, 250 ml",Weleda,https://ec.nice-cdn.com/upload/image/product/large/default/92605_5694f360.256x256.jpg,"Supports the immune defences,Counteracts fatigue & tiredness,100% fruit content","€ 17,99","NaTrue,EU Organic Logo ,Vegan",,Vegan,"NaTrue,EU Organic Logo ,Vegan - Uncertified ",Bottle,,"4,2",https://www.ecco-verde.com/weleda/sea-buckthorn-juice
"Cacao Chai Organic Spiced Tea, 20 Pcs (40 g)",Pukka,"https://ec.nice-cdn.com/upload/image/product/large/default/137102_905e0ec8.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/129471_30b62364.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/129472_64647ec7.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/137102_905e0ec8.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/129471_30b62364.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/129472_64647ec7.128x128.png","Warms & strengthens,Delicately sweet notes,Exotic flavour","€ 4,99","Soil Association,EU Organic Logo ,Gluten-free,Vegan",Tea & Accessories,"Ayurveda ,     Gluten-free,     Caffeine-free ,     Plastic-free ,     Vegan","Soil Association,EU Organic Logo ,Vegan - Uncertified ",,,"4,4",https://www.ecco-verde.com/pukka/cacao-chai-organic-spiced-tea
"Organic Sandorini Sea Buckthorn Seed Oil, 10 ml",CMD Naturkosmetik,https://ec.nice-cdn.com/upload/image/product/large/default/14552_d80e056a.256x256.jpg,"For dry & mature skin types,Rich in omega-3 fatty acids,100% vegan","€ 11,19","ICADA,EU Organic Logo ,NCS - Natural Cosmetics Standard,Vegan",Body Oils,Vegan,"ICADA,EU Organic Logo ,Vegan - Uncertified ,NCS - Natural Cosmetics Standard","Bottle,     Glass",,"4,8",https://www.ecco-verde.com/cmd-naturkosmetik/sandorini-sea-buckthorn-seed-oil
"Pure Organic Jojoba Oil, 75 ml",Apeiron,"https://ec.nice-cdn.com/upload/image/product/large/default/148436_df566afd.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/148439_6f44248c.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/148436_df566afd.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/148439_6f44248c.128x128.jpg","Body oil, bath additive or massage oil,Protects the skin from drying out,No oily residue","€ 19,99","PETA Cruelty Free,BDIH - Cosmos Organic,EU Organic Logo ,Unisex,Vegan",Body Oils,"Alcohol-free ,     Minimal plastic packaging,     Unisex,     Vegan","PETA Cruelty Free,BDIH - Cosmos Organic,EU Organic Logo ","Bottle,     Cardboard",,"4,7",https://www.ecco-verde.com/apeiron/pure-organic-jojoba-oil
"Elderberry & Echinacea Organic Fruit Tea, 20 Pcs (40 g)",Pukka,"https://ec.nice-cdn.com/upload/image/product/large/default/142021_987b4365.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/142024_4ce50372.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/142021_987b4365.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/142024_4ce50372.128x128.jpg","Warms & rejuvenates,Fruity aroma,Caffeine-free","€ 4,99","Soil Association,EU Organic Logo ,Gluten-free,Vegan",Tea & Accessories,"Ayurveda ,     Gluten-free,     Caffeine-free ,     Plastic-free ,     Vegan","Soil Association,EU Organic Logo ,Vegan - Uncertified ",,,"4,3",https://www.ecco-verde.com/pukka/elderberry-echinacea-organic-fruit-tea
Pregnancy Care Set,Weleda,https://ec.nice-cdn.com/upload/image/product/large/default/101380_af6622df.256x256.jpg,"1 x Stretch Mark Massage Oil, 100 ml,1 x Perineum Massage Oil, 50 ml,1 x Organic Nursing Tea, 40 g",,"NaTrue,EU Organic Logo ,Pregnancy-safe ,Vegan","Body Oils,     Tea & Accessories ,     Intimate Hygiene Care","Caffeine-free ,     Plastic-free ,","NaTrue,EU Organic Logo ,Vegan - Uncertified ","Bottle,     Cardboard,     Spray bottle",",Parfum (Fragrance),Limonene,Linalool,Geraniol,,Parfum (Fragrance),Arnica Montana (Arnica) Flower Extract,Limonene,Linalool,Geraniol,Farnesol","4,8",https://www.ecco-verde.com/weleda/pregnancy-care-set
"Organic Facial Cream, 50 ml",Tiroler Kräuterhof,https://ec.nice-cdn.com/upload/image/product/large/default/75751_b3f7b7c3.256x256.jpg,"Supports the moisture balance,Inhibits inflammation,Nutrient rich,Also suitable for sensitive skin around the eyes","€ 39,99","Austria Bio Garantie,EU Organic Logo ",Face Creams,,"Austria Bio Garantie,EU Organic Logo ",Jar,"Aqua (Water),Oleum Europaea,Helianthus Annuus (Sunflower) Seed Oil,Aqua Rosae,,,,,,,Parfum (Fragrance)","4,0",https://www.ecco-verde.com/tiroler-kraeuterhof/organic-facial-cream
"Feel New Organic Herbal Tea, 20 Pcs (40 g)",Pukka,https://ec.nice-cdn.com/upload/image/product/large/default/108009_62c2ad19.256x256.jpg,"Herbal blend,Easily digestible,Fine aniseed notes","€ 4,99","Soil Association,EU Organic Logo ,Gluten-free,Vegan",Tea & Accessories,"Ayurveda ,     Gluten-free,     Caffeine-free ,     Plastic-free ,     Vegan","Soil Association,EU Organic Logo ,Vegan - Uncertified ",,,"4,5",https://www.ecco-verde.com/pukka/feel-new-organic-herbal-tea
"Organic Women's Balance Tea, 30,60 g",Yogi Tea,https://ec.nice-cdn.com/upload/image/product/large/default/80697_c761d4ba.256x256.jpg,"Aromatic tea infusion,Especially formulated for the needs of women,With raspberry leaves, lemon verbena, thyme & oregano","€ 3,99",,Tea & Accessories,Plastic-free,,Cardboard,,"4,3",https://www.ecco-verde.com/yogi-tea/organic-womens-balance-tea
"Organic Echinacea Tea, 30,60 g",Yogi Tea,https://ec.nice-cdn.com/upload/image/product/large/default/79095_50401efc.256x256.jpg,"Bitterness of Echinacea,Sweet fennel & cardamom,Spiciness of ginger","€ 3,99",Unisex,Tea & Accessories,"Plastic-free ,     Unisex",,Cardboard,,"4,6",https://www.ecco-verde.com/yogi-tea/organic-echinacea-tea
"Pure & Organic Argan Oil, 50 ml",LÉA NATURE SO BiO étic,https://ec.nice-cdn.com/upload/image/product/large/default/24215_bda792dd.256x256.png,"Effective against skin aging,Rich in antioxidants,Ideal for dry & demanding skin,100% natural","€ 14,49","Cosmébio,ECOCERT,EU Organic Logo ",Body Oils,Minimal plastic packaging,"Cosmébio,ECOCERT,EU Organic Logo ",,,"4,4",https://www.ecco-verde.com/sobio-etic/argan-oil-pure-organic
"Organic Birch Active Juice, 250 ml",Weleda,"https://ec.nice-cdn.com/upload/image/product/large/default/54213_51e673bb.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/3924_2ef94624.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/54213_51e673bb.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/3924_2ef94624.128x128.jpg","Made from organic wild collection,With fresh organic lemon juice,Sugar-free","€ 14,99",EU Organic Logo ,,,EU Organic Logo ,Bottle,,"4,1",https://www.ecco-verde.com/weleda/birch-juice
"Night Time Organic Herbal Tea, 20 Pcs",Pukka,https://ec.nice-cdn.com/upload/image/product/large/default/108006_4a4e009b.256x256.jpg,"Lavender aroma,Evening tea,Caffeine-free","€ 4,99","Soil Association,EU Organic Logo ,Gluten-free,Vegan",Tea & Accessories,"Ayurveda ,     Gluten-free,     Plastic-free ,     Vegan","Soil Association,EU Organic Logo ,Vegan - Uncertified ",,,"4,5",https://www.ecco-verde.com/pukka/night-time-organic-herbal-tea
"Organic Chamomile Shampoo, 490 ml",Tiroler Kräuterhof,https://ec.nice-cdn.com/upload/image/product/large/default/100914_cd548525.256x256.jpg,"For sensitive skin & dandruff,Suitable for children,pH value: 4.0","€ 31,49","Austria Bio Garantie,EU Organic Logo ",Shampoos,,"Austria Bio Garantie,EU Organic Logo ",Bottle,"Aqua (Water),Ethanol,Disodium Cocoyl Glutamate,Buxus Chinensis (Jojoba) Oil,Acetylated Castor Oil,Wheat Protein,citricacid,Xanthan Gum","3,8",https://www.ecco-verde.com/tiroler-kraeuterhof/organic-chamomile-shampoo
"Organic Tiffany's Breakfast, 100 g tin",Or Tea?,https://ec.nice-cdn.com/upload/image/product/large/default/132308_8e76390d.256x256.png,"Black tea,Sweet scent,Floral and delicious,A popular choice","€ 12,99","USDA Organic,EU Organic Logo ",Tea & Accessories,"Ayurveda ,     Contains Caffeine","USDA Organic,EU Organic Logo ",,,"4,8",https://www.ecco-verde.com/or-tea/tiffanys-breakfast
"Lavender & Olive Liquid Soap , 1 l",SODASAN,https://ec.nice-cdn.com/upload/image/product/large/default/112292_15a00c2c.256x256.jpg,"Suitable for all skin types,Moisturises & gently cleanses,Free from added colours and preservatives","€ 8,69","PETA Cruelty Free,UK Vegan Society,EWG,NCS - Natural Cosmetics Standard,Vegan",Soaps,Vegan,"PETA Cruelty Free,UK Vegan Society,EWG,NCS - Natural Cosmetics Standard","Bottle,     Pump bottle","Aqua (Water),Helianthus Annuus Seed Oil Saponified (Potassium Salts),Potassium Olivate,Alcohol Denat.,Glycerin,Potassium Citrate,Parfum,Linalool,Limonene,Geraniol,Coumarin","4,7",https://www.ecco-verde.com/sodasan/lavender-olive-liquid-soap
"baby leaves 2-in-1 Shampoo & Body Wash, Fragrance Free (473 ml)",Attitude,https://ec.nice-cdn.com/upload/image/product/large/default/56412_d31d48d9.256x256.jpg,"Nourishes & protects,Refreshing,Hypoallergenic","€ 11,99",,"Baby & Kids ,     2in1 Shampoo & Shower,     Body Cleansing",,,Pump bottle,"Aqua (Water),Sodium Coco-Sulfate,Coco-Glucoside,Glycerin,sodium cocoyl isethionate,Sodium chloride,Citric Acid,Glyceryl Oleate,Sodium benzoate,Potassium Sorbate,vaccinium angustifolium leaf extract,Inulin,Maltodextrin,Moringa Oleifera Seed Extract,cyamopsis tetragonoba (guar) gum","4,4",https://www.ecco-verde.com/attitude/baby-leaves-2-in-1-shampoo-body-wash
"baby leaves 2-in-1 Hair & Body Foaming Wash, Pear Nectar (295 ml)",Attitude,"https://ec.nice-cdn.com/upload/image/product/large/default/93043_4ba3d7bf.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/93044_fccca65d.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/93043_4ba3d7bf.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/93044_fccca65d.128x128.jpg","Very mild formula,Hypoallergic","€ 8,99",,"Baby & Kids ,     2in1 Shampoo & Shower,     Body Cleansing",,,Pump bottle,"Aqua (Water),Decyl glucoside,Coco-Glucoside,Glycerin,Dicaprylyl Ether,Glyceryl Oleate,Citric Acid,Sodium benzoate,Lauryl Alcohol,Potassium Sorbate,vaccinium angustifolium leaf extract,Maltodextrin,Moringa Oleifera Seed Extract,gamma-undecalactone (sweet fruit),ethyl acetate (pear)","4,5",https://www.ecco-verde.com/attitude/baby-leaves-2-in-1-hair-body-foaming-wash
"Super Leaves Deodorant Olive Leaves, 85 g",Attitude,https://ec.nice-cdn.com/upload/image/product/large/default/87366_f8a51ea8.256x256.jpg,"Suitable for normal skin types,Absorbs moisture,Hypoallergenic & plastic-free","€ 11,09","Unisex,Vegan",,"Plastic-free ,     Unisex,     Vegan",Vegan - Uncertified ,"Sleeve,     Cardboard","Cocos Nucifera (Coconut) Oil,maranta arundinacea (arrowroot) root powder,Sodium Bicarbonate,Butyrospermum Parkii Butter,Zea Mays Starch,euphorbia cerifera wax,coco caprylate/caprate,Ricinus Communis (Castor) Oil,Olea Europaea Leaf Extract,Caprylic/Capric Triglyceride,Rosmarinus Officinalis (Rosemary) Leaf Extract,Triethylcitrate,geranyl acetate,hexyl salicylate,hexyl acetate,Alpha-Ionone,Parfum (Fragrance)","4,6",https://www.ecco-verde.com/attitude/super-leaves-deodorant-olive-leaves
"Super Leaves Volume & Shine Shampoo, 473 ml",Attitude,https://ec.nice-cdn.com/upload/image/product/large/default/154084_.256x256.jpg,"Suitable for fine, brittle hair,Adds volume,Strengthening properties","€ 11,99","PETA Cruelty Free,EWG,Unisex,Vegan",Shampoos,"Unisex,     Vegan","PETA Cruelty Free,EWG",Tube,"Aqua (Water),Sodium Coco-Sulfate,Coco-Glucoside,Glycerin (vegetale),sodium cocoyl isethionate,Citric Acid,Panthenol,Glyceryl Oleate,Sodium benzoate,Inulin,Potassium Sorbate,Nasturtium Officinale Extract,tropaeolum magus (indian cress / capucine) extract,Maltodextrin,Moringa Oleifera Seed Extract,hydrolyzed soy protein,vaccinium macrocarpon (cranberry / canneberge) fruit extract,Decanal,pentadecalactone (fruit),raspberry ketone","3,9",https://www.ecco-verde.com/attitude/super-leaves-volume-shine-shampoo
"Super Leaves Orange Hand Soap, 473 ml",Attitude,https://ec.nice-cdn.com/upload/image/product/large/default/138747_e5df3b96.256x256.png,"Suitable for all skin types,Refreshing & resilient properties,Dermatologically tested","€ 7,99","PETA Cruelty Free,EWG,Unisex,Vegan",Soaps,"Refillable,     Refill ,     Unisex,     Vegan","PETA Cruelty Free,EWG","Bag,     Cardboard,     Pump bottle","Aqua (Water),Sodium Coco-Sulfate,Sodium chloride,Coco-Glucoside,Glycerin (vegetale),Decyl glucoside,Citric Acid,Nasturtium Officinale Extract,tropaeolum majus (indian cress) extract,Maltodextrin,Moringa Oleifera Seed Extract,citrus aurantium dulcis (orange) leaf extract,Sodium benzoate,Potassium Sorbate,gamma-decalactone,ethyl hexanoate,ethyl 2-methylbutyrate,hexyl salicylate,raspberry ketone,Triethylcitrate,Parfum (Fragrance)","4,8",https://www.ecco-verde.com/attitude/super-leaves-orange-hand-soap
